website,name,link,salary_min,salary_max,salary_currency,employer,address
hh.ru,Разработчик информационных систем на Oracle/django (Москва),https://spb.hh.ru/vacancy/66076649,150000.0,,руб,АНО ВО МОСКОВСКИЙ МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ,"Москва, Белорусская"
hh.ru,Младший QA/Специалист по тестированию,https://spb.hh.ru/vacancy/55869696,,,,Ростелеком-Солар,"Москва, Охотный ряд"
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/66120814,,280000.0,руб,Outlines Technologies,Москва
hh.ru,Python developer (Middle/Senior),https://spb.hh.ru/vacancy/52108971,,,,Digital Security,Санкт-Петербург
hh.ru,Data Scientist (Billing),https://spb.hh.ru/vacancy/66090873,,,,Space307,"Санкт-Петербург, Горьковская и еще 1 "
hh.ru,Аналитик в разработку отчетности,https://spb.hh.ru/vacancy/54374273,,,,Тинькофф,"Москва, Водный стадион"
hh.ru,Middle/Senior Python разработчик,https://spb.hh.ru/vacancy/55038417,,,,Московский Кредитный Банк. ИТ-специалисты,Москва
hh.ru,Веб-аналитик,https://spb.hh.ru/vacancy/55217071,,,,Леруа Мерлен. Гипермаркеты,Москва
hh.ru,Python developer (Middle/Middle+),https://spb.hh.ru/vacancy/55878523,,,,ООО Финтех Айкью,Новосибирск
hh.ru,Программист-математик,https://spb.hh.ru/vacancy/54285695,,,,ПАО «Газпром нефть»,Санкт-Петербург
hh.ru,Python BackEnd Developer,https://spb.hh.ru/vacancy/49299511,,,,ООО Звук,"Москва, Кутузовская и еще 3 "
hh.ru,Инженер по тестированию ПО/QA engineer,https://spb.hh.ru/vacancy/55557312,,150000.0,руб,ООО RC Studio,Санкт-Петербург
hh.ru,Программист Go/Python (Cybsi),https://spb.hh.ru/vacancy/55873465,,,,Positive Technologies,Москва
hh.ru,Senior Python Developer,https://spb.hh.ru/vacancy/54330686,,,,DINS,Санкт-Петербург
hh.ru,Python (Django) Developer HR платформа,https://spb.hh.ru/vacancy/55150260,,,,Группа Самолет,Москва
hh.ru,DevOps инженер,https://spb.hh.ru/vacancy/55581168,100000.0,,руб,idaproject,Москва
hh.ru,Разработчик Python (Django),https://spb.hh.ru/vacancy/55866790,,,,АО АСТ,"Москва, Волгоградский проспект"
hh.ru,Senior Python developer,https://spb.hh.ru/vacancy/55873396,2500.0,4000.0,USD,ООО Доксинбокс,Санкт-Петербург
hh.ru,Middle/Senior Python-разработчик в команду Добычи данных,https://spb.hh.ru/vacancy/66066364,,,,2ГИС,Новосибирск
hh.ru,Python Backend Developer,https://spb.hh.ru/vacancy/55905627,,,,Международная медиагруппа Россия сегодня (МИА Россия сегодня),Москва
hh.ru,Математик-программист,https://spb.hh.ru/vacancy/55049847,,,,АО Рамакс Интернейшнл,Москва
hh.ru,Product Analyst/Data Analyst,https://spb.hh.ru/vacancy/55435566,,,,Peter Partner,"Санкт-Петербург, Выборгская и еще 2 "
hh.ru,Аналитик данных,https://spb.hh.ru/vacancy/55868697,,,,ИП Бондаренко Сергей Сергеевич,Краснодар
hh.ru,Data engineer (MLOps),https://spb.hh.ru/vacancy/66107360,,,,Сбер. Data Science,"Москва, Кутузовская и еще 1 "
hh.ru,Python разработчик,https://spb.hh.ru/vacancy/55098915,,,,Сбер. IT,Москва
hh.ru,Разработчик Python (Middle),https://spb.hh.ru/vacancy/54504187,150000.0,150000.0,руб,НТА,"Санкт-Петербург, Ладожская"
hh.ru,MLOps Backend-разработчик,https://spb.hh.ru/vacancy/50464787,800000.0,1200000.0,KZT,Kolesa Group,Алматы
hh.ru,Python Web Developer (Middle),https://spb.hh.ru/vacancy/53154394,100000.0,,руб,DNS Головной офис,Владивосток
hh.ru,QA engineer,https://spb.hh.ru/vacancy/55060459,160000.0,,руб,Адалиск,Москва
hh.ru,Team Lead Python в компанию KIWI.COM,https://spb.hh.ru/vacancy/66115673,,,,Бэнкс Софт Системс,Москва
hh.ru,Программист Python Middle/Senior (МР),https://spb.hh.ru/vacancy/46694197,,,,Инфотекс Интернет Траст,Санкт-Петербург
hh.ru,"Инженер по автоматизации тестирования Python, Логистика, Сортировка",https://spb.hh.ru/vacancy/51785731,,,,Ozon Информационные технологии,"Москва, Деловой центр и еще 1 "
hh.ru,Middle Auto QA (Python) specialist,https://spb.hh.ru/vacancy/66120687,,3000.0,USD,"Hi, Rockits!",Москва
hh.ru,Senior Data Analyst,https://spb.hh.ru/vacancy/55867764,150000.0,,руб,ООО Софтвайс,Санкт-Петербург
hh.ru,Разработчик Computer Vision,https://spb.hh.ru/vacancy/54555201,,,,ООО КСОР,"Москва, Балтийская и еще 2 "
hh.ru,Python Developer (Сетевой инженер),https://spb.hh.ru/vacancy/53825557,,,,ООО ТаймВэб,"Санкт-Петербург, Московские ворота"
hh.ru,Backend разработчик,https://spb.hh.ru/vacancy/55899241,,90000.0,руб,CG Tribe,Ижевск
hh.ru,Программист Python Middle/Senior (ЛК),https://spb.hh.ru/vacancy/53378305,,,,Инфотекс Интернет Траст,Уфа
hh.ru,Data Scientist (Middle),https://spb.hh.ru/vacancy/50630870,,,,билайн: ИТ и Digital,Москва
hh.ru,Middle backend-разработчик Python,https://spb.hh.ru/vacancy/54588979,,,,ИТЕРАНЕТ,"Москва, Киевская"
hh.ru,"Python developer (преподаватель курсов ""Программирование на Python"")",https://spb.hh.ru/vacancy/66118311,,,,ООО Европейский центр разработки программного обеспечения,Минск
hh.ru,Middle Python developer (remote),https://spb.hh.ru/vacancy/55182330,,,,ООО Анлимитед Продакшен,Москва
hh.ru,Data Scientist,https://spb.hh.ru/vacancy/66141563,,,,ПАО Первая Грузовая Компания,"Москва, Бауманская и еще 2 "
hh.ru,Разработчик,https://spb.hh.ru/vacancy/55299856,45000.0,,руб,ООО Траектория,"Санкт-Петербург, Лесная и еще 3 "
hh.ru,Data scientist (Персонализация),https://spb.hh.ru/vacancy/54829296,,,,"Компания «СПОРТМАСТЕР», Sportmaster Lab",Москва
hh.ru,Python developer,https://spb.hh.ru/vacancy/55101079,,,,"Технологии Доверия, Департамент Консалтинг","Москва, Белорусская"
hh.ru,Backend Developer (Python),https://spb.hh.ru/vacancy/54146105,,,,"РОССТ, РА","Москва, Бауманская"
hh.ru,Python программист (Наставник онлайн-курса по Python),https://spb.hh.ru/vacancy/55299582,,75000.0,руб,Hexlet,Москва
hh.ru,Преподаватель Python Django,https://spb.hh.ru/vacancy/54671525,,,,ООО Компьютерная Академия IT STEP,Ташкент
hh.ru,Data analyst (Junior),https://spb.hh.ru/vacancy/50247684,60000.0,,руб,DNS Головной офис,Владивосток
hh.ru,Data Analyst/Специалист по аналитике данных,https://spb.hh.ru/vacancy/55904898,,,,ООО ЭЛ-Лаб,Тбилиси
hh.ru,Аналитик,https://spb.hh.ru/vacancy/66084717,,,,BANZAI.GAMES,Москва
hh.ru,"Python developer (DWH, ETL)",https://spb.hh.ru/vacancy/55872680,,,,ПАО Промсвязьбанк,"Москва, Сокольники"
hh.ru,Go разработчик / GoLang Developer,https://spb.hh.ru/vacancy/55860371,180000.0,410000.0,руб,ООО ЗамЗамТехнолоджи,Новосибирск
hh.ru,Senior Python Developer,https://spb.hh.ru/vacancy/54330685,,,,DINS,Тбилиси
hh.ru,Программист Python Middle/Senior (МР),https://spb.hh.ru/vacancy/46694196,,,,Инфотекс Интернет Траст,Москва
hh.ru,Python BackEnd Developer (Rec&Search),https://spb.hh.ru/vacancy/54913682,,,,ООО Звук,"Москва, Кутузовская и еще 3 "
hh.ru,QA Specialist (Специалист по тестированию),https://spb.hh.ru/vacancy/48700082,,,,Lesta Studio (St.Petersburg / Moscow),Санкт-Петербург
hh.ru,Data-analyst (удаленно),https://spb.hh.ru/vacancy/53088820,,,,билайн: ИТ и Digital,Москва
hh.ru,Разработчик Python,https://spb.hh.ru/vacancy/55221864,110000.0,,руб,ООО ТендерПро,Нижний Новгород
hh.ru,Middle Data Engineer,https://spb.hh.ru/vacancy/55415464,,,,Playrix,Москва
hh.ru,Python разработчик (senior) (backend) / Backend Team lead,https://spb.hh.ru/vacancy/54589895,,300000.0,руб,ООО Лендсбэй,"Москва, Площадь Гагарина"
hh.ru,Специалист по сбору данных,https://spb.hh.ru/vacancy/54465604,90000.0,140000.0,руб,ООО Селфсек,"Москва, Трубная и еще 2 "
hh.ru,"Инженер по автоматизации тестирования Python, Сопровождение торговой площадки, Аналитика",https://spb.hh.ru/vacancy/66063869,,,,Ozon Информационные технологии,"Москва, Деловой центр и еще 2 "
hh.ru,Python разработчик в Yandex Pay,https://spb.hh.ru/vacancy/54792994,,,,Яндекс,Москва
hh.ru,Data Scientist (Fintech),https://spb.hh.ru/vacancy/54694063,,,,РобоФинанс,Москва
hh.ru,DevOps (DataOps) / Специалист по развертыванию и поддержке инфраструктуры данных,https://spb.hh.ru/vacancy/55508693,150000.0,,руб,АНО Инфокультура,"Москва, Кузнецкий мост и еще 2 "
hh.ru,Fullstack разработчик,https://spb.hh.ru/vacancy/54730773,200000.0,,руб,KRK Group,Москва
hh.ru,Разработчик ML,https://spb.hh.ru/vacancy/55042690,,,,АО АСТ,"Москва, Волгоградский проспект"
hh.ru,Аналитик данных (ДАиМ),https://spb.hh.ru/vacancy/66095670,,,,ЗАО Банк Компаньон,Бишкек
hh.ru,Инженер-программист (Python),https://spb.hh.ru/vacancy/53864219,,,,Diakont,"Санкт-Петербург, Гражданский проспект"
hh.ru,Senior Data Engineer (GKT Team),https://spb.hh.ru/vacancy/55146470,300000.0,,руб,Semrush,Сербия
hh.ru,Team Lead/Senior QA Engineer,https://spb.hh.ru/vacancy/66141618,300000.0,,руб,JuicyScore,Москва
hh.ru,Python BackEnd Developer (Content),https://spb.hh.ru/vacancy/54914590,,,,ООО Звук,"Москва, Кутузовская и еще 3 "
hh.ru,"Data Engineer (Airflow, Kafka, MongoDB)",https://spb.hh.ru/vacancy/66131076,,,,МСП Банк,Москва
hh.ru,ML/AI Engineer (Remote),https://spb.hh.ru/vacancy/55262785,,,,ООО StikiPixels Ltd,Москва
hh.ru,"Программист PHP, Python",https://spb.hh.ru/vacancy/54973477,120000.0,120000.0,руб,Гарант,"Москва, Ломоносовский проспект"
hh.ru,SQL-аналитик,https://spb.hh.ru/vacancy/55219069,75000.0,90000.0,руб,Email Soldiers,Рязань
hh.ru,Python-разработчик,https://spb.hh.ru/vacancy/55539720,170000.0,270000.0,руб,Контур,Санкт-Петербург
hh.ru,Программист С++ (Middle / Senior),https://spb.hh.ru/vacancy/55530625,180000.0,,руб,ООО КВАНТ ПРОГРАММ,"Москва, Перово"
hh.ru,"Стажёр-инженер по информационной безопасности (Направление информационной безопасности, группа SOC)",https://spb.hh.ru/vacancy/55849337,,,,Ozon Информационные технологии,Москва
hh.ru,QA Automation Engineer (Python),https://spb.hh.ru/vacancy/55106161,,,,YADRO,"Нижний Новгород, Горьковская"
hh.ru,Python\C++ разработчик в CM.Expert (Яндекс Вертикали),https://spb.hh.ru/vacancy/55051808,,,,Яндекс,Санкт-Петербург
hh.ru,Junior Python Developer,https://spb.hh.ru/vacancy/55485721,,,,Актив,Москва
hh.ru,Automation QA (Python),https://spb.hh.ru/vacancy/29323728,,,,МойОфис,"Москва, Пушкинская и еще 2 "
hh.ru,Программист / Разработчик Python/Django Junior,https://spb.hh.ru/vacancy/55503296,50000.0,90000.0,руб,CATAPULTO.RU,"Москва, Павелецкая и еще 1 "
hh.ru,Python Разработчик / Team Lead,https://spb.hh.ru/vacancy/55079897,,,,Медиалогия,"Москва, Дмитровская"
hh.ru,Python Developer,https://spb.hh.ru/vacancy/55564271,,,,BrainGarden,Ташкент
hh.ru,Data engineer,https://spb.hh.ru/vacancy/55061324,,,,Лига Цифровой Экономики,Москва
hh.ru,Python Developer,https://spb.hh.ru/vacancy/55579639,,200000.0,руб,АО АО НТЦ Атлас,"Москва, Марьина Роща"
hh.ru,Python Backend Team Lead - (Remote),https://spb.hh.ru/vacancy/55213754,5000.0,,USD,Novakid Inc,Москва
hh.ru,Senior Python Developer в международную компанию здоровья,https://spb.hh.ru/vacancy/55171010,,,,Welltory,Москва
hh.ru,Ведущий инженер-программист ML,https://spb.hh.ru/vacancy/55254774,,,,"Общ. орг. Институт инженерной физики, МОУ",Москва
hh.ru,Python Developer,https://spb.hh.ru/vacancy/55279791,,,,ТОО iMAS GROUP,Семей
hh.ru,Python (Senior) Developer,https://spb.hh.ru/vacancy/66114375,,,,Antal Russia,Москва
hh.ru,QA Automation Engineer (Python),https://spb.hh.ru/vacancy/55106109,,,,YADRO,"Москва, Краснопресненская и еще 1 "
hh.ru,Data аналитик/Риск-менеджер,https://spb.hh.ru/vacancy/52122811,,,,АО Банк ЦентрКредит,Алматы
hh.ru,Golang/Python developer,https://spb.hh.ru/vacancy/55432384,,,,more.tv,"Москва, Тульская"
hh.ru,Python middle разработчик,https://spb.hh.ru/vacancy/55575305,80000.0,,руб,ООО Компания ЭКСПЕРТ,Смоленск
hh.ru,Senior Automation QA (Python),https://spb.hh.ru/vacancy/38520777,,,,МойОфис,"Москва, Пушкинская и еще 2 "
hh.ru,Инженер по данным (Data Engineer),https://spb.hh.ru/vacancy/55141805,,,,Okko,Москва
hh.ru,Программист С++,https://spb.hh.ru/vacancy/53261811,150000.0,230000.0,руб,Астра Лаб,Москва
hh.ru,"Data scientist (проект ""Обсуждения"")",https://spb.hh.ru/vacancy/52262473,,,,"VK, Социальные сети, Одноклассники",Санкт-Петербург
hh.ru,Backend Разработчик,https://spb.hh.ru/vacancy/54692931,150000.0,,руб,LEDMONSTER,"Москва, Курская"
hh.ru,Разработчик Python,https://spb.hh.ru/vacancy/54893598,,,,Сбер. IT,"Москва, Кожуховская"
hh.ru,Ведущий Python-developer,https://spb.hh.ru/vacancy/51240931,243000.0,415000.0,руб,Тензор,Ярославль
hh.ru,Ведущий инженер (программист),https://spb.hh.ru/vacancy/66118824,,,,АО Газпром Диагностика,Саратов
hh.ru,Data Quality analyst,https://spb.hh.ru/vacancy/55483702,,,,Группа Самолет,Москва
hh.ru,Инженер по тестированию (QA Automation Engineer),https://spb.hh.ru/vacancy/66091147,,160000.0,руб,НТЦ Радуга,Москва
hh.ru,Инженер-разработчик Python,https://spb.hh.ru/vacancy/53928637,,,,АО В2В Трэйд,Москва
hh.ru,Разработчик Python,https://spb.hh.ru/vacancy/55568157,,,,ООО «Газпромнефть Бизнес-сервис»,Санкт-Петербург
hh.ru,Программист Python,https://spb.hh.ru/vacancy/55593783,,,,ООО ИЦ АЙ-ТЕКО,Москва
hh.ru,Middle Data Engineer,https://spb.hh.ru/vacancy/55415465,,,,Playrix,Санкт-Петербург
hh.ru,Marketing Analyst,https://spb.hh.ru/vacancy/55438286,,,,Beresnev Games,Москва
hh.ru,Разработчик Python,https://spb.hh.ru/vacancy/54801514,,,,НСК,"Москва, Молодежная"
hh.ru,Разработчик ETL,https://spb.hh.ru/vacancy/53576515,,,,ООО Интеллектика,Ростов-на-Дону
hh.ru,Инженер-программист,https://spb.hh.ru/vacancy/54460149,115000.0,150000.0,руб,ООО ВКО Медпром,"Санкт-Петербург, Звёздная и еще 2 "
hh.ru,Game Data Analyst,https://spb.hh.ru/vacancy/55856606,,,,ООО СтаркГеймз,"Минск, Фрунзенская"
hh.ru,Web-разработчик Python,https://spb.hh.ru/vacancy/54850551,,,,АКРИХИН,"Москва, Курская"
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/66116145,,,,Playgendary,Сербия
hh.ru,Data Scientist (Marketplace Efficiency),https://spb.hh.ru/vacancy/55485778,,,,inDriver,Москва
hh.ru,Junior разработчик C++,https://spb.hh.ru/vacancy/54495865,60000.0,80000.0,руб,"АРМО, ГК","Москва, Динамо и еще 2 "
hh.ru,Game Analyst (Product Analyst),https://spb.hh.ru/vacancy/55872121,,,,ТОО MadOut Games,Москва
hh.ru,Middle/Senior QA Automation Engineer (Remote),https://spb.hh.ru/vacancy/66075792,1500.0,2500.0,USD,ООО АСД Технолоджиз,Москва
hh.ru,Python разработчик (Middle),https://spb.hh.ru/vacancy/55564910,200000.0,260000.0,руб,ООО Лаборатория Наносемантика,Москва
hh.ru,Разработчик Python,https://spb.hh.ru/vacancy/55523282,,,,Сбер для экспертов,Екатеринбург
hh.ru,Middle AI разработчик для мобильных приложений,https://spb.hh.ru/vacancy/55598187,150000.0,,руб,ООО Глобус ИТ,Москва
hh.ru,Backend Developer (Go),https://spb.hh.ru/vacancy/55513712,200000.0,,руб,ЛАЙФСТРИМ,Москва
hh.ru,Преподаватель программирования на языке Python в IT-куб (Yandex лицей),https://spb.hh.ru/vacancy/53807875,,,,МАОУ Лицей №22 Надежда Сибири,Новосибирск
hh.ru,Senior BackEnd-разработчик (Python),https://spb.hh.ru/vacancy/66145793,,,,АО АйСи Сервис,Симферополь
hh.ru,Middle Backend / Бэкэнд разработчик,https://spb.hh.ru/vacancy/55536450,150000.0,230000.0,руб,ООО Секьюр-Ти,"Москва, Достоевская и еще 2 "
hh.ru,Программист Python,https://spb.hh.ru/vacancy/49955680,90000.0,,руб,it-aces.com,Ярославль
hh.ru,Ручной тестер с навыками автоматизации,https://spb.hh.ru/vacancy/55342667,,,,KOTELOV,"Санкт-Петербург, Гостиный двор и еще 1 "
hh.ru,Программист по автоматизации тестирования компиляторов,https://spb.hh.ru/vacancy/55126300,,,,АО МЦСТ,"Москва, Ленинский проспект"
hh.ru,Python разработчик в Яндекс ID,https://spb.hh.ru/vacancy/54955540,,,,Яндекс,Москва
hh.ru,Аналитик данных (Data Scientist),https://spb.hh.ru/vacancy/55514389,100000.0,200000.0,руб,Интеллектуальные решения,Москва
hh.ru,Разработчик ИСУ (SQL/Python),https://spb.hh.ru/vacancy/55493102,66000.0,,руб,Сбер. Data Science,Омск
hh.ru,Эксперт автоматизации SOC (Python Developer со знанием DevOps),https://spb.hh.ru/vacancy/54467774,,,,ПАО Ростелеком,Москва
hh.ru,Аналитик данных (Middle),https://spb.hh.ru/vacancy/49093690,100000.0,,руб,DNS Головной офис,Владивосток
hh.ru,Доцент Департамента анализа данных и машинного обучения,https://spb.hh.ru/vacancy/53555736,90000.0,250000.0,руб,Финансовый университет при Правительстве РФ,"Москва, Рязанский проспект"
hh.ru,Аналитик Данных,https://spb.hh.ru/vacancy/55585614,,,,"РЕСО-Гарантия, САО",Москва
hh.ru,Senior Data Engineer (GKT Team),https://spb.hh.ru/vacancy/55146468,300000.0,,руб,Semrush,Армения
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/55550808,,,,Karuna,Санкт-Петербург
hh.ru,QA Mobile Automation Engineer (Python),https://spb.hh.ru/vacancy/55215125,120000.0,,руб,Gameram,Москва
hh.ru,QA Engineer,https://spb.hh.ru/vacancy/55150634,,,,ANABAR,Москва
hh.ru,Разработчик на Python в Практикум,https://spb.hh.ru/vacancy/55543997,,,,Яндекс,Санкт-Петербург
hh.ru,Data Scientist,https://spb.hh.ru/vacancy/55853838,,,,Selecty,Москва
hh.ru,Data Analyst,https://spb.hh.ru/vacancy/55869881,,,,ЕДИНЫЙ ЦУПИС,Санкт-Петербург
hh.ru,Python Developer,https://spb.hh.ru/vacancy/43910922,,,,Диалог Регионы,"Москва, Парк культуры и еще 2 "
hh.ru,Старший инженер данных TDS / Data engineer,https://spb.hh.ru/vacancy/54972253,,,,билайн: ИТ и Digital,Москва
hh.ru,Data Analyst,https://spb.hh.ru/vacancy/55072645,200000.0,,руб,ООО РБ,"Москва, Калужская"
hh.ru,QA Инженер по ручному тестированию на проект Huntpoint (Linux),https://spb.hh.ru/vacancy/55567303,,,,Group-IB,Москва
hh.ru,Pуthon developer (Flask/Django/FastAPI),https://spb.hh.ru/vacancy/55041908,150000.0,,руб,bobday company,Краснодар
hh.ru,Senior python developer,https://spb.hh.ru/vacancy/55588936,,,,HintHero,Тбилиси
hh.ru,Backend QA Engineer,https://spb.hh.ru/vacancy/54354487,150000.0,,руб,ООО Видео 247,"Санкт-Петербург, Беговая"
hh.ru,Senior Python Developer в международную компанию здоровья,https://spb.hh.ru/vacancy/55171012,,,,Welltory,Сочи
hh.ru,Python Developer,https://spb.hh.ru/vacancy/54201785,4000.0,5000.0,EUR,Wanted,Москва
hh.ru,Математик-программист,https://spb.hh.ru/vacancy/55138523,,,,ООО Урал-Сервис-Групп,Челябинск
hh.ru,Python/django developer,https://spb.hh.ru/vacancy/54914762,170000.0,,руб,ReTech Labs,Томск
hh.ru,Программист-Python,https://spb.hh.ru/vacancy/49250843,,,,ООО Регистратор доменных имен РЕГ.РУ,Москва
hh.ru,Маркетинговый аналитик (MY.GAMES),https://spb.hh.ru/vacancy/55892530,,,,"VK, MY.GAMES",Москва
hh.ru,Backend разработчик (python),https://spb.hh.ru/vacancy/55593404,,,,ITGLOBAL.COM,"Санкт-Петербург, Чернышевская"
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/66079280,,,,Сбер. IT,Москва
hh.ru,Python - программист / автоматизатор,https://spb.hh.ru/vacancy/51940326,,,,АО ИнфоТеКС,"Санкт-Петербург, Чернышевская"
hh.ru,Lead Python Developer,https://spb.hh.ru/vacancy/55537265,,,,Emphasoft,Санкт-Петербург
hh.ru,Lead QA Automation (Python),https://spb.hh.ru/vacancy/55529588,,,,Whoosh (ООО Вуш),"Москва, Баррикадная и еще 2 "
hh.ru,Python Developer,https://spb.hh.ru/vacancy/54308893,,,,ТОО Globerce Inc.,Алматы
hh.ru,Тестировщик ПО,https://spb.hh.ru/vacancy/55248323,100000.0,,руб,ООО Верме,Москва
hh.ru,Инженер-программист Python,https://spb.hh.ru/vacancy/55545614,,,,EFIX GROUP,Москва
hh.ru,Senior python developer,https://spb.hh.ru/vacancy/55588935,,,,HintHero,Батуми
hh.ru,DevOps инженер,https://spb.hh.ru/vacancy/55354856,170000.0,230000.0,руб,Кадровое агентство ЕВА,"Санкт-Петербург, Площадь Ленина и еще 1 "
hh.ru,Gameplay Programmer,https://spb.hh.ru/vacancy/49844771,,,,Lesta Studio (St.Petersburg / Moscow),Санкт-Петербург
hh.ru,Senior Python Developer,https://spb.hh.ru/vacancy/54995842,3000.0,,USD,Hype Auditor,"Санкт-Петербург, Горьковская и еще 1 "
hh.ru,Data Analyst,https://spb.hh.ru/vacancy/55885399,,,,ISPsystem,Москва
hh.ru,Middle QA Engineer / Тестировщик,https://spb.hh.ru/vacancy/66147051,,170000.0,руб,Level.Travel,"Москва, Бауманская и еще 1 "
hh.ru,Python-developer,https://spb.hh.ru/vacancy/55519914,,,,EXANTE,Москва
hh.ru,Middle python разработчик,https://spb.hh.ru/vacancy/55565363,,,,АльфаСтрахование,Москва
hh.ru,Senior Data Engineer,https://spb.hh.ru/vacancy/55281683,,,,inDriver,Москва
hh.ru,Middle QA специалист в команду Биллинга,https://spb.hh.ru/vacancy/47251783,200000.0,,руб,ООО HeadHunter::QA,Москва
hh.ru,Python Разработчик,https://spb.hh.ru/vacancy/53382671,,,,Электронная торговая площадка Газпромбанка,Москва
hh.ru,Data Engineer (Junior),https://spb.hh.ru/vacancy/54718910,70000.0,,руб,DNS Головной офис,Владивосток
hh.ru,"Senior QA auto (Python, iOS&Android): EdTech, remote, USD",https://spb.hh.ru/vacancy/66070744,,,,Hunt For You,Москва
hh.ru,Python Developer команда интеграции (MTS AI),https://spb.hh.ru/vacancy/53884449,,,,"ПАО «МТС», IT","Москва, Курская и еще 2 "
hh.ru,Python backend developer,https://spb.hh.ru/vacancy/55426356,70000.0,120000.0,руб,ООО Максимал,Челябинск
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/49315385,,,,АО ЭнергосбыТ Плюс,Екатеринбург
hh.ru,Разработчик python,https://spb.hh.ru/vacancy/54881284,,130000.0,руб,ООО Кадровик,Владивосток
hh.ru,Python разработчик в команду Облака,https://spb.hh.ru/vacancy/55481426,,,,КРОК,Москва
hh.ru,Архитектор КХД,https://spb.hh.ru/vacancy/66081411,,,,СИТИЛИНК,"Москва, Мякинино"
hh.ru,Rust Developer,https://spb.hh.ru/vacancy/54436100,2300.0,,USD,IT Solutions Management International Pte. Ltd.,Москва
hh.ru,Разработчик Python (Центр автоматизации сетевых сервисов),https://spb.hh.ru/vacancy/55107817,,,,Сбер для экспертов,Москва
hh.ru,Data scientist (RecSys),https://spb.hh.ru/vacancy/55594648,,,,Сбер. Data Science,"Москва, Кутузовская и еще 1 "
hh.ru,Senior Python developer,https://spb.hh.ru/vacancy/55442024,200000.0,,руб,ООО Манзони,Санкт-Петербург
hh.ru,Data / ML Engineer (Персонализация),https://spb.hh.ru/vacancy/45498560,,,,"Компания «СПОРТМАСТЕР», Sportmaster Lab",Москва
hh.ru,Ведущий инженер по данным,https://spb.hh.ru/vacancy/54723241,,,,ТОО One technologies,Алматы
hh.ru,Автор работ по программированию Python,https://spb.hh.ru/vacancy/66146528,,90000.0,руб,Homework,Санкт-Петербург
hh.ru,Senior Data Engineer,https://spb.hh.ru/vacancy/54567247,,,,inDriver,"Москва, Белорусская"
hh.ru,Automation QA Specialist,https://spb.hh.ru/vacancy/52346968,,,,Lesta Studio (St.Petersburg / Moscow),Санкт-Петербург
hh.ru,Data Analyst,https://spb.hh.ru/vacancy/55885394,,,,ISPsystem,Новосибирск
hh.ru,Data Scientist / ML-инженер (Big Data),https://spb.hh.ru/vacancy/54996943,,,,"ПАО «МТС», IT","Москва, Технопарк"
