website,name,link,salary_min,salary_max,salary_currency,employer,address
hh.ru,Algorithm Engineer/Deep Learning Engineer/Machine Learning Engineer,https://spb.hh.ru/vacancy/55236459,200000.0,750000.0,руб,VanJee Technology,Москва
hh.ru,Python compiler development engineer,https://spb.hh.ru/vacancy/55441158,,,,HUAWEI,"Нижний Новгород, Горьковская"
hh.ru,Python-разработчик в Цифровые поверхности Салют (SberDevices),https://spb.hh.ru/vacancy/53287494,200000.0,400000.0,руб,Сбер. IT,"Москва, Кутузовская и еще 1 "
hh.ru,Automation QA Intern,https://spb.hh.ru/vacancy/54785639,,,,a1qa,Ташкент
hh.ru,Middle Python Developer,https://spb.hh.ru/vacancy/52328840,100000.0,,руб,ООО Центр цифрового развития,Красноярск
hh.ru,Data-инженер хранилищ данных,https://spb.hh.ru/vacancy/55569542,,,,Московский метрополитен,Москва
hh.ru,Middle/Senior Python Developer,https://spb.hh.ru/vacancy/55221601,180000.0,320000.0,руб,ООО МВП,Москва
hh.ru,Senior python developer,https://spb.hh.ru/vacancy/54994479,,,,ООО Ак Барс Цифровые Технологии,Москва
hh.ru,QA Automation (Python),https://spb.hh.ru/vacancy/55404630,,,,ООО ИЦ АЙ-ТЕКО,Москва
hh.ru,Senior QA Automation (Python),https://spb.hh.ru/vacancy/55535730,,,,ООО Аренадата Софтвер,Ростов-на-Дону
hh.ru,Python Big Data Developer,https://spb.hh.ru/vacancy/55369118,,,,Nitka Technologies,Армения
hh.ru,Python программист (MaxPatrol 10),https://spb.hh.ru/vacancy/55252915,,,,Positive Technologies,Москва
hh.ru,Backend разработчик (Python),https://spb.hh.ru/vacancy/55319207,,,,"РУСАЛ, Центр подбора персонала",Москва
hh.ru,Разработчик на Python,https://spb.hh.ru/vacancy/55318176,,100000.0,руб,Gr8 Create,Санкт-Петербург
hh.ru,Разработчик SQL,https://spb.hh.ru/vacancy/55383859,160000.0,,руб,Пятёрочка. Офис,Краснодар
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/52816957,,,,Тинькофф,Краснодар
hh.ru,Python Developer,https://spb.hh.ru/vacancy/55228331,,,,Группа НЛМК,Москва
hh.ru,Разработчик Hadoop,https://spb.hh.ru/vacancy/53892020,,,,ПАО Ростелеком,Санкт-Петербург
hh.ru,Python/Django-программист,https://spb.hh.ru/vacancy/55179711,,,,ООО Софтвэй++,Санкт-Петербург
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/55462542,,,,Playgendary,Екатеринбург
hh.ru,Разработчик Python(R&D),https://spb.hh.ru/vacancy/43558725,,,,Группа компаний Астра,"Москва, Верхние Котлы и еще 1 "
hh.ru,Middle Data Engineer,https://spb.hh.ru/vacancy/55415467,,,,Playrix,Нур-Султан
hh.ru,Machine Learning Engineer (отдел Перформанса),https://spb.hh.ru/vacancy/50038292,,,,VK,"Москва, Аэропорт"
hh.ru,Разработчик Python,https://spb.hh.ru/vacancy/55229588,45000.0,60000.0,руб,ИП Черников Валерий Васильевич,Белгород
hh.ru,Data Scientist,https://spb.hh.ru/vacancy/55351168,,,,"ПАО МегаФон, IT",Самара
hh.ru,Senior (Python) Developer,https://spb.hh.ru/vacancy/55323433,1200000.0,,KZT,ТОО АНКОР Центральная Азия,Нур-Султан
hh.ru,Data scientist,https://spb.hh.ru/vacancy/54012061,,,,"VK, Социальные сети, Одноклассники",Санкт-Петербург
hh.ru,Data Engineer направления разработки витрин данных,https://spb.hh.ru/vacancy/55376830,,,,"Иннотех, Группа компаний",Москва
hh.ru,Программист-разработчик,https://spb.hh.ru/vacancy/55302397,35000.0,60000.0,руб,ООО Инфострой,Симферополь
hh.ru,SQL разработчик (DWH),https://spb.hh.ru/vacancy/54889898,,,,Сравни,"Москва, Площадь Ильича и еще 1 "
hh.ru,Python developer (middle/senior),https://spb.hh.ru/vacancy/55330129,,,,Сбер. IT,Санкт-Петербург
hh.ru,Разработчик С/С++,https://spb.hh.ru/vacancy/55202833,100000.0,200000.0,руб,AISA,"Санкт-Петербург, Чернышевская"
hh.ru,Разработчик python,https://spb.hh.ru/vacancy/55193968,15000.0,45000.0,руб,Спанова Кира,Москва
hh.ru,"Преподаватель курсов «Программирование на языке Python», «Особенности тестирования на Python»",https://spb.hh.ru/vacancy/54939889,,,,Центр компьютерного обучения СПЕЦИАЛИСТ при МГТУ им. Н.Э.Баумана,"Москва, Бауманская"
hh.ru,Senior Python developer,https://spb.hh.ru/vacancy/54623880,200000.0,250000.0,руб,NETRIKA,Санкт-Петербург
hh.ru,"Разработчик Python, ETL, Senior/Lead",https://spb.hh.ru/vacancy/52017335,,,,ООО Диплей,Новосибирск
hh.ru,"Наставник на курс ""Алгоритмы для разработчиков""",https://spb.hh.ru/vacancy/54278375,,,,Яндекс Практикум,Москва
hh.ru,ML Engineer/ Data Scientist (WAF),https://spb.hh.ru/vacancy/55302233,,,,Positive Technologies,"Санкт-Петербург, Чернышевская"
hh.ru,Аналитик - математик,https://spb.hh.ru/vacancy/55429502,,,,Altenar,Владимир
hh.ru,Python-разработчик,https://spb.hh.ru/vacancy/55128327,,,,ЛАНИТ-ТЕРКОМ,"Санкт-Петербург, Чернышевская"
hh.ru,"Middle бэкенд-разработчик (Python, C++)",https://spb.hh.ru/vacancy/55346083,,,,ISPsystem,Иннополис
hh.ru,Специалист по тестированию (автотесты) / QA engineer (удалённо),https://spb.hh.ru/vacancy/55504168,,140000.0,руб,АО НТЦ ЕЭС Информационные Комплексы,"Москва, Китай-город и еще 1 "
hh.ru,Разработчик Python (Middle/Senior),https://spb.hh.ru/vacancy/55181057,,,,ООО ИЦ АЙ-ТЕКО,Москва
hh.ru,Middle/Senior Python Developer,https://spb.hh.ru/vacancy/55205592,200000.0,,руб,Scalable Solutions,Санкт-Петербург
hh.ru,Стажер направления DevOps ОТП Банк,https://spb.hh.ru/vacancy/55153882,,,,FutureToday,Москва
hh.ru,Python Developer,https://spb.hh.ru/vacancy/50448223,,,,ООО Деко Системс,Москва
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/55212183,,,,Тинькофф,Москва
hh.ru,Python-разработчик,https://spb.hh.ru/vacancy/55132626,,,,ООО Хокинг Бразерс,Владимир
hh.ru,Программист Python,https://spb.hh.ru/vacancy/52799696,,,,ООО Аптека25,Владивосток
hh.ru,Python-разработчик / Middle/Senior/TechLead,https://spb.hh.ru/vacancy/51970310,,,,KODE,Калининград
hh.ru,Middle / Senior Python/Go developer,https://spb.hh.ru/vacancy/40379537,90000.0,200000.0,руб,ООО МедиаСофт,"Санкт-Петербург, Петроградская и еще 1 "
hh.ru,"Инженер по автоматизации тестирования Python, Платформа, Поиск",https://spb.hh.ru/vacancy/50880902,,,,Ozon Информационные технологии,"Москва, Деловой центр и еще 2 "
hh.ru,ML Engineer/ Data Scientist (WAF),https://spb.hh.ru/vacancy/55302220,,,,Positive Technologies,"Нижний Новгород, Горьковская"
hh.ru,Python-разработчик в Цифровые поверхности Салют (Речевые технологии),https://spb.hh.ru/vacancy/53287489,,,,Сбер. IT,Москва
hh.ru,Middle/Senior Python разработчик,https://spb.hh.ru/vacancy/50878194,,,,QIWI,"Москва, Чертановская"
hh.ru,Middle/Senior ETL разработчик (Phyton),https://spb.hh.ru/vacancy/55128339,,350000.0,руб,ООО АЙТИ.СПЕЙС,Москва
hh.ru,Python & JAICP developer,https://spb.hh.ru/vacancy/55156709,,140000.0,руб,Cleverbots,Москва
hh.ru,Разработчик ETL,https://spb.hh.ru/vacancy/50062793,,,,Тинькофф,Саратов
hh.ru,Инженер мониторинга (Python),https://spb.hh.ru/vacancy/54178222,,,,АО РТ Лабс,Москва
hh.ru,Data engineer (DWH),https://spb.hh.ru/vacancy/54451392,,,,Сравни,"Москва, Площадь Ильича и еще 1 "
hh.ru,QA engineer (Python),https://spb.hh.ru/vacancy/55440089,,,,Sitronics KT,"Санкт-Петербург, Василеостровская"
hh.ru,Python developer,https://spb.hh.ru/vacancy/54599022,,,,CoMagic.dev,Москва
hh.ru,Риск-менеджер/Data Scientist,https://spb.hh.ru/vacancy/55299643,,,,АО Банк ЦентрКредит,Алматы
hh.ru,Data Analyst / Аналитик данных,https://spb.hh.ru/vacancy/55196403,,,,ООО ИЦ АЙ-ТЕКО,Москва
hh.ru,Senior python developer,https://spb.hh.ru/vacancy/50583641,,,,ООО Ак Барс Цифровые Технологии,Санкт-Петербург
hh.ru,Mobile QA Engineer (Python/Java),https://spb.hh.ru/vacancy/55582810,,,,ООО Перфект Арт,Москва
hh.ru,Разработчик Python ML/обработка естественного языка,https://spb.hh.ru/vacancy/53545373,,,,ELMA,Киров (Кировская область)
hh.ru,Аналитик данных,https://spb.hh.ru/vacancy/55357330,,,,"ПАО МегаФон, IT","Москва, Маяковская и еще 2 "
hh.ru,Senior Automation QA (Python),https://spb.hh.ru/vacancy/46953809,,,,МойОфис,Новосибирск
hh.ru,Middle Data Engineer,https://spb.hh.ru/vacancy/55415476,,,,Playrix,Воронеж
hh.ru,Middle Data Engineer,https://spb.hh.ru/vacancy/55415472,,,,Playrix,Пермь
hh.ru,Backend Engineer (Kotlin/C++/Python) at Joompay (to Riga),https://spb.hh.ru/vacancy/55189749,330000.0,,руб,Joom,"Москва, Динамо и еще 2 "
hh.ru,"Преподаватель на курс ""Python""",https://spb.hh.ru/vacancy/55477605,,,,ООО ШоуШкола,Самара
hh.ru,"Data scientist / Machine learning engineer (команда рекомендаций и машинного обучения, ВКонтакте)",https://spb.hh.ru/vacancy/55357187,,,,"VK, Социальные сети, Одноклассники",Санкт-Петербург
hh.ru,Data Engineer/ ML Engineer,https://spb.hh.ru/vacancy/55315633,,,,ПАО Ростелеком,Москва
hh.ru,Разработчик Python Middle/Senior,https://spb.hh.ru/vacancy/55127337,350000.0,,руб,Кадровый холдинг ПРОФИЛЬ,Москва
hh.ru,"Старший backend-разработчик (С++, Java, Python)",https://spb.hh.ru/vacancy/55157138,200000.0,300000.0,руб,Первый Бит,Москва
hh.ru,Python developer,https://spb.hh.ru/vacancy/55165283,30000.0,90000.0,руб,Телеграм-канал headlines (ИП Валеев Ренат Тагирович),Томск
hh.ru,Разработчик ETL,https://spb.hh.ru/vacancy/48186415,,,,Тинькофф,Краснодар
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/55180800,120000.0,200000.0,руб,ООО ИНФОРИОН,"Москва, Преображенская площадь и еще 2 "
hh.ru,ML-инженер,https://spb.hh.ru/vacancy/55390347,,,,"VK, Delivery Club",Москва
hh.ru,Python Developer в научный отдел (г. Ереван),https://spb.hh.ru/vacancy/55149614,,,,ООО БОСТОНДЖИН,Санкт-Петербург
hh.ru,"Код-ревьюер на курс ""Python-разработчик""",https://spb.hh.ru/vacancy/50738312,,,,Яндекс Практикум,Москва
hh.ru,Middle python разработчик,https://spb.hh.ru/vacancy/55288426,,,,Университет Иннополис,Казань
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/55418809,,,,ООО МКК Киберлэндинг,Санкт-Петербург
hh.ru,Python Developer,https://spb.hh.ru/vacancy/50448224,,,,ООО Деко Системс,Калининград
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/55356975,,,,LeverX International,Польша
hh.ru,Python Engineer,https://spb.hh.ru/vacancy/55237077,,,,Ground01 LLC,США
hh.ru,"Middle бэкенд-разработчик (Python, C++)",https://spb.hh.ru/vacancy/55346081,,,,ISPsystem,Новосибирск
hh.ru,ML-инженер (команда суперприложения),https://spb.hh.ru/vacancy/52325304,,,,VK,Москва
hh.ru,Стажер-исследователь веб-безопасности,https://spb.hh.ru/vacancy/55202207,40000.0,,руб,НеоБИТ,"Санкт-Петербург, Площадь Мужества"
hh.ru,Data Scientist (ML) в Delivery Club,https://spb.hh.ru/vacancy/55257860,,,,"VK, Delivery Club","Москва, Сокол"
hh.ru,Python/С++ developer,https://spb.hh.ru/vacancy/55148070,,,,Star-Staff,Москва
hh.ru,Инженер Компьютерного Зрения - Collaborative SLAM,https://spb.hh.ru/vacancy/55301687,,,,RoadAR,Иннополис
hh.ru,"Data scientist (проект ""Моменты"")",https://spb.hh.ru/vacancy/47095350,,,,"VK, Социальные сети, Одноклассники",Санкт-Петербург
hh.ru,Senior Python Developer,https://spb.hh.ru/vacancy/55358419,,,,СберАвтоподписка,Москва
hh.ru,Ведущий разработчик Python,https://spb.hh.ru/vacancy/54527537,,,,ООО ИЦ АЙ-ТЕКО,Москва
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/54969859,,,,ООО МКК Киберлэндинг,Москва
hh.ru,Middle Data Engineer,https://spb.hh.ru/vacancy/55415466,,,,Playrix,Алматы
hh.ru,Middle Data Engineer,https://spb.hh.ru/vacancy/55415469,,,,Playrix,Новосибирск
hh.ru,Trainee Blockchain Developer,https://spb.hh.ru/vacancy/55261656,,,,Innowise Group / Фабрика инноваций и решений,Минск
hh.ru,Data engineer в СберМаркет,https://spb.hh.ru/vacancy/55374209,,,,СберМаркет,Москва
hh.ru,Data Scientist,https://spb.hh.ru/vacancy/55288167,,,,Marksman,Москва
hh.ru,Разработчик ETL,https://spb.hh.ru/vacancy/48958803,,,,Тинькофф,Екатеринбург
hh.ru,Программист-разработчик,https://spb.hh.ru/vacancy/55343677,,,,ООО ГаммаЭкспертГрупп,Москва
hh.ru,Data Ops Engineer,https://spb.hh.ru/vacancy/55287306,,,,Сбер для экспертов,Москва
hh.ru,Data Engineer / Инженер данных,https://spb.hh.ru/vacancy/54941971,,,,ООО ГПМ РТВ,Москва
hh.ru,Lead ETL разработчик (Phyton) / Архитектор,https://spb.hh.ru/vacancy/55128401,,450000.0,руб,ООО АЙТИ.СПЕЙС,Москва
hh.ru,ML Engineer/ Data Scientist (WAF),https://spb.hh.ru/vacancy/55302191,,,,Positive Technologies,"Новосибирск, Площадь Гарина-Михайловского"
hh.ru,Senior python developer,https://spb.hh.ru/vacancy/50583645,,,,ООО Ак Барс Цифровые Технологии,Краснодар
hh.ru,Разработчик SQL,https://spb.hh.ru/vacancy/55383856,160000.0,,руб,Пятёрочка. Офис,Казань
hh.ru,Fullstack Developer (JS/Python),https://spb.hh.ru/vacancy/55199321,,,,Лаборатория Касперского,Москва
hh.ru,"Инженер по автоматизированному тестированию (Python, CERT)",https://spb.hh.ru/vacancy/55356247,,,,Positive Technologies,Москва
hh.ru,Python Developer в научный отдел (г. Ереван),https://spb.hh.ru/vacancy/55149615,,,,ООО БОСТОНДЖИН,Новосибирск
hh.ru,Python developer DevOps,https://spb.hh.ru/vacancy/55157392,,,,QIWI,"Москва, Чертановская"
hh.ru,Python программист (MaxPatrol 10),https://spb.hh.ru/vacancy/55252917,,,,Positive Technologies,Нижний Новгород
hh.ru,Программист баз данных,https://spb.hh.ru/vacancy/54657532,150000.0,200000.0,руб,Глебовская Екатерина,Москва
hh.ru,Вирусный аналитик/Malware Analyst,https://spb.hh.ru/vacancy/55265524,,,,ANY.RUN,Ульяновск
hh.ru,Python test automation engineer,https://spb.hh.ru/vacancy/54618396,,,,Центр разработки Orion Innovation (ранее MERA),Санкт-Петербург
hh.ru,Инженер по автоматизированному тестированию (Python) (CERT),https://spb.hh.ru/vacancy/55356163,,,,Positive Technologies,"Москва, Преображенская площадь"
hh.ru,Senior Python программист,https://spb.hh.ru/vacancy/41607887,,220000.0,руб,Офисный Мир КМ,Ростов-на-Дону
hh.ru,Tech Lead (Python+Go) at Orca Security,https://spb.hh.ru/vacancy/55195933,,,,ООО Он Зэ Спот Девелопмент,Минск
hh.ru,Преподаватель по курсу «Тестировщик ПО»,https://spb.hh.ru/vacancy/55477378,,,,ООО ШоуШкола,Краснодар
hh.ru,Старший инженер по тестированию в продукт Global CRM,https://spb.hh.ru/vacancy/54927466,,,,АО ФИНАМ,"Москва, Пушкинская"
hh.ru,Python-разработчик (middle),https://spb.hh.ru/vacancy/55159273,,130000.0,руб,Treebo.io,Москва
hh.ru,Senior Python Developer,https://spb.hh.ru/vacancy/55318380,,,,Новео,Алматы
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/55254482,,,,Леруа Мерлен. Центральный офис,Москва
hh.ru,Python Developer в научный отдел (г. Ереван),https://spb.hh.ru/vacancy/55149616,,,,ООО БОСТОНДЖИН,Томск
hh.ru,Разработчик-исследователь компьютерного зрения,https://spb.hh.ru/vacancy/55269753,100000.0,,руб,Университет ИТМО,"Санкт-Петербург, Василеостровская"
hh.ru,Lead Python / Django Developer,https://spb.hh.ru/vacancy/55128581,,400000.0,руб,ООО АЙТИ.СПЕЙС,Москва
hh.ru,Инженер по автоматизации тестирования (Python),https://spb.hh.ru/vacancy/54634381,,,,BI.ZONE Направление Разработка,Томск
hh.ru,Риск-аналитик (моделирование),https://spb.hh.ru/vacancy/49506163,,,,КРЕДИТ ЕВРОПА БАНК,Москва
hh.ru,Data Scientist,https://spb.hh.ru/vacancy/55258362,,,,МТС. Маркетинг,"Минск, Парк Челюскинцев"
hh.ru,Программист SQL (сопровождение),https://spb.hh.ru/vacancy/50619946,,,,БКС Банк IT & Digital,Новосибирск
hh.ru,ML-engineer,https://spb.hh.ru/vacancy/55288536,,,,Университет Иннополис,Казань
hh.ru,Python Developer,https://spb.hh.ru/vacancy/54751847,,,,ООО Деко Системс,Нижний Новгород
hh.ru,Инженер по автоматизации тестирования Python (MultiScanner),https://spb.hh.ru/vacancy/50182555,,,,Positive Technologies,Новосибирск
hh.ru,Data Analyst,https://spb.hh.ru/vacancy/55184431,,,,ООО МКК КапиталЪ-НТ,Санкт-Петербург
hh.ru,Data Analyst,https://spb.hh.ru/vacancy/55195841,,,,ISPsystem,Красноярск
hh.ru,Программист,https://spb.hh.ru/vacancy/55555622,,,,ТОО Caspian Offshore Construction Realty,Алматы
hh.ru,Разработчик ANSI С,https://spb.hh.ru/vacancy/55349793,,,,ООО Аренадата Софтвер,Москва
hh.ru,Аналитик-разработчик,https://spb.hh.ru/vacancy/55255285,,,,Авито: разработка,Санкт-Петербург
hh.ru,Аналитик данных (задачи для бизнес-функций),https://spb.hh.ru/vacancy/53631831,,,,Сибур,"Москва, Профсоюзная"
hh.ru,Data scientist,https://spb.hh.ru/vacancy/55131650,,,,Лига Цифровой Экономики,Москва
hh.ru,C++ Machine Learning Engineer (Computer Vision),https://spb.hh.ru/vacancy/55313995,,4000.0,USD,IntelligiChain,Черногория
hh.ru,Разработчик ANSI С,https://spb.hh.ru/vacancy/55349797,,,,ООО Аренадата Софтвер,Пермь
hh.ru,"QA Automation Engineer Senior (Python / Selenium), Remote work",https://spb.hh.ru/vacancy/55337564,,,,Новео,Москва
hh.ru,Разработчик Hadoop/Big Data,https://spb.hh.ru/vacancy/55245850,,,,КОРУС Консалтинг,Москва
hh.ru,Middle ML Engineer (работа с данными) SberDevices,https://spb.hh.ru/vacancy/52839227,,,,Сбер. IT,"Москва, Кутузовская"
hh.ru,Разработчик ETL,https://spb.hh.ru/vacancy/55204849,,,,Тинькофф,Воронеж
hh.ru,Разработчик ETL/Data Engineer,https://spb.hh.ru/vacancy/55126660,,,,Лига Цифровой Экономики,Москва
hh.ru,Разработчик ETL,https://spb.hh.ru/vacancy/55204817,,,,Тинькофф,Иннополис
hh.ru,Data scientist (Антиспам),https://spb.hh.ru/vacancy/54693197,,,,"VK, Социальные сети, Одноклассники",Санкт-Петербург
hh.ru,Разработчик облачных решений (ориентированных под МО),https://spb.hh.ru/vacancy/52161189,110000.0,,руб,Университет ИТМО,"Санкт-Петербург, Василеостровская"
hh.ru,DL разработчик (удалённо),https://spb.hh.ru/vacancy/55167809,50000.0,100000.0,руб,Cpaaggregator.com,Москва
hh.ru,Разработчик парсеров (Perl),https://spb.hh.ru/vacancy/55342780,,,,FIX,Москва
hh.ru,Разработчик ETL,https://spb.hh.ru/vacancy/55204829,,,,Тинькофф,Сочи
hh.ru,Data Scientist,https://spb.hh.ru/vacancy/54692832,,,,"VK, Социальные сети, Одноклассники",Санкт-Петербург
hh.ru,Middle python developer,https://spb.hh.ru/vacancy/55176387,,,,ТОО Центр образовательных услуг Білім,Нур-Султан
hh.ru,C++ Machine Learning Engineer (Computer Vision),https://spb.hh.ru/vacancy/55313994,,4000.0,USD,IntelligiChain,Сербия
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/55255951,,,,ГКУ Инфогород,Москва
hh.ru,Middle Data Scientist,https://spb.hh.ru/vacancy/55204393,,,,Контур,Иннополис
hh.ru,Data Engineer (Middle/Senior),https://spb.hh.ru/vacancy/55541581,,,,ООО UNITEL LLC,Ташкент
hh.ru,"Преподаватель Python в IT-Колледж ""Сириус""",https://spb.hh.ru/vacancy/55164226,,,,Научно-Технологический Университет «Сириус»,Сочи
hh.ru,Ведущий инженер по тестированию (Автотестировщик) / QAA,https://spb.hh.ru/vacancy/55277494,,,,ГК АГАТ,Нижний Новгород
hh.ru,Аналитик-разработчик,https://spb.hh.ru/vacancy/55232554,,,,Okko,Москва
hh.ru,Автор работ по программированию Python,https://spb.hh.ru/vacancy/55202394,,90000.0,руб,Homework,Ростов-на-Дону
hh.ru,Python developer (Senior),https://spb.hh.ru/vacancy/55184297,,,,ООО Финтех Айкью,Новосибирск
hh.ru,Middle Python Developer,https://spb.hh.ru/vacancy/55168936,,,,ТОО Центр образовательных услуг Білім,Нур-Султан
hh.ru,ETL разработчик,https://spb.hh.ru/vacancy/53624784,,,,ООО SDT (Strategic Development Team),Ташкент
hh.ru,Senior BackEnd Engineer (Python),https://spb.hh.ru/vacancy/55126116,,,,Mission:Luna,"Москва, Октябрьская и еще 2 "
hh.ru,Разработчик ETL,https://spb.hh.ru/vacancy/55145822,,,,DIS Group,Алматы
hh.ru,Senior Python Developer,https://spb.hh.ru/vacancy/55138378,,,,Школа программирования Kodland,Москва
hh.ru,Инженер по данным/ Data engineer,https://spb.hh.ru/vacancy/55132243,,,,3LOGIC GROUP,"Москва, Киевская"
hh.ru,QA/DevOps инженер СберТех,https://spb.hh.ru/vacancy/55256371,,220000.0,руб,SberTech,Санкт-Петербург
hh.ru,Senior Data Scientist (UA),https://spb.hh.ru/vacancy/54618349,,,,Playrix,Москва
hh.ru,Data Analyst (Finance Department),https://spb.hh.ru/vacancy/55052417,,75000.0,руб,Школа программирования Kodland,Москва
hh.ru,"Старший инженер по автоматизации тестирования Python, Логистика / Биллинг",https://spb.hh.ru/vacancy/54447806,,,,Ozon Информационные технологии,Москва
hh.ru,Middle/Senior Data Scientist,https://spb.hh.ru/vacancy/54947623,,,,WILDBERRIES,Москва
hh.ru,Data Analyst,https://spb.hh.ru/vacancy/55184432,,,,ООО МКК КапиталЪ-НТ,Самара
hh.ru,Data Analyst,https://spb.hh.ru/vacancy/55184430,,,,ООО МКК КапиталЪ-НТ,Москва
hh.ru,QA Automation Engineer,https://spb.hh.ru/vacancy/55276535,,,,ИП Поливода Вадим,Москва
hh.ru,QA Automation Specialist (Python),https://spb.hh.ru/vacancy/51683811,,,,ООО «Предприятие «ЭЛТЕКС»,"Новосибирск, Заельцовская"
hh.ru,Developer,https://spb.hh.ru/vacancy/55216247,,350000.0,KZT,ТОО PHONETIC,"Алматы, Москва"
hh.ru,Data Engineer,https://spb.hh.ru/vacancy/55246102,,,,ООО Сотбифай,Минск
hh.ru,"Преподаватель по программированию (C++, Python, PHP)",https://spb.hh.ru/vacancy/55169941,,,,ИП A-Pro Academy,Атырау
hh.ru,Middle / Senior QA в команду безопасности,https://spb.hh.ru/vacancy/47892571,200000.0,,руб,ООО HeadHunter::QA,"Москва, Алексеевская"
hh.ru,Продуктовый аналитик / Product Analyst (Middle/Senior),https://spb.hh.ru/vacancy/66075789,,,,ООО HeadHunter::Product Management,"Москва, Алексеевская"
hh.ru,Продуктовый аналитик / Product analyst,https://spb.hh.ru/vacancy/54587889,,,,ООО HeadHunter::Analytics/Data Science,"Москва, Алексеевская"
hh.ru,Middle / Senior QA инженер,https://spb.hh.ru/vacancy/47759634,200000.0,,руб,ООО HeadHunter::QA,"Москва, Алексеевская"
hh.ru,Technical support engineer (2nd line),https://spb.hh.ru/vacancy/66105317,,,,Weigandt-consulting,Алматы
hh.ru,Team Lead DevOps Linux,https://spb.hh.ru/vacancy/66070373,,,,ЛАБИРИНТ,"Москва, Ленинский проспект"
hh.ru,R&D Engineer,https://spb.hh.ru/vacancy/66123155,,,,SaM Solutions Самсолюшнс,Минск
hh.ru,Technical support engineer (2-3 line),https://spb.hh.ru/vacancy/66075470,,,,Weigandt-consulting,Шымкент
hh.ru,Senior Fullstack engineer (Remote),https://spb.hh.ru/vacancy/55349369,4800.0,5300.0,USD,PION Studio,Ташкент
hh.ru,Network Engineer / Сетевой инженер,https://spb.hh.ru/vacancy/54393061,,,,МТС. Техника,"Минск, Парк Челюскинцев"
hh.ru,.NET Developer,https://spb.hh.ru/vacancy/55902687,,,,Scand,Минск
hh.ru,Sales Operations Expert Analyst / Ведущий аналитик отдела продаж,https://spb.hh.ru/vacancy/51285546,,,,"«Procter & Gamble», Опытный специалист",Москва
hh.ru,Automation QA (Python) / QA automation engineer,https://spb.hh.ru/vacancy/55399685,,,,ООО Котвек,Минск
hh.ru,Data engineer,https://spb.hh.ru/vacancy/66103323,,,,Сбер. IT,"Москва, Кутузовская и еще 1 "
hh.ru,Аналитик по работе с гео данными,https://spb.hh.ru/vacancy/55596709,,,,билайн: ИТ и Digital,Москва
hh.ru,С/С++ Linux разработчик (remote),https://spb.hh.ru/vacancy/55269828,,6000.0,USD,ООО Темпеста,Москва
hh.ru,Data Analyst (Middle),https://spb.hh.ru/vacancy/55334642,170000.0,200000.0,руб,ООО Апптимизм,Москва
